,en,zh
29098,"Democracy is the worst form of government, except all the others that have been tried.",除了那些我们尝试过的政府形态，民主是最差的那种了。
20127,She has been sick for three weeks.,她已经病了三个星期了。
2176,Do you trust her?,你相信她吗?
23073,He can't seem to understand that poem.,他似乎无法理解那首诗。
19702,His brother is always watching TV.,他的弟弟总是在看电视。
24871,The girl who works at the bakery is cute.,在面包房工作的姑娘很可爱。
23816,I'm sorry I didn't reply to you sooner.,抱歉，我没有早点回复你。
2787,Don't shout at me.,别对着我吼。
12297,I plan to never drink again.,我打算绝不再喝酒。
1196,Can I eat this?,我可以吃这个吗?
18060,What did you do with my luggage?,你把我的行李放到哪里去了？
20331,Tom doesn't want to talk about it.,汤姆不想谈这件事。
7618,You're not fast enough.,你不够快。
4444,I won't stay silent.,我不会保持沉默的。
11128,I had a good night's sleep.,我睡了一整夜的好觉。
15514,Admission is $3.00 at the door.,入场费是3美元。
5722,Why do you resent me?,你为什么恨我？
26701,He amazed everyone by passing his driving test.,他通过驾驶考试的事让每一个人都觉得惊讶。
10695,We got lost in the forest.,我们在树林中迷路了。
26875,What's your favorite game to play with friends?,你最喜欢和朋友玩什么游戏？
18753,I've not seen him in a long time.,我很久没见过他了。
4967,Come and take a look.,来看看！
18601,I like having breakfast with you.,我喜欢和你一起吃早饭。
24532,We hurried in the direction of the fire.,我们急忙跑向火。
10410,Roll up your right sleeve.,卷起你右边的袖子。
19710,How did you know that I liked Tom?,你怎么知道我喜欢汤姆？
4009,We know everything.,我们什么都知道。
15515,Admission is free for children.,儿童免费入场。
3583,I felt like crying.,我想哭。
28836,My wife often telephones me when I'm traveling in another country.,我在国外旅行的时候，我老婆老给我打电话。
18020,We gave blood to help the child.,我们捐血来帮助这个孩子。
20003,Is there anything you want to eat?,有什么想吃的吗？
22601,I'm not a junior high school student.,我不是个初中生。
18852,My mother almost never complains.,我妈妈几乎从不抱怨。
12424,"I'm an actress, not a model.",我是演员，不是模特。
8277,That river is dangerous.,那条河是危险的。
22620,I've got something you've got to see.,我有个东西您该看看。
22357,You're the only one who can help us.,你是唯一一个能帮助我们的人。
3667,I'll call Tom back.,我会叫汤姆回来。
12474,Is this jacket right for me?,我穿这件外套好看吗？
21542,What do the initials NTT stand for?,NTT这个缩写是什么意思？
23978,These products are of the same quality.,这些产品质量同等。
23360,Speak clearly and make yourself heard.,讲清楚并大声地让别人听到你说话。
12782,This car needs to be washed.,这辆车需要清洗。
10211,I'll call you up tomorrow.,明天我会打电话给你。
3423,Can we go back now?,我们现在能回去吗？
10717,We usually walk to school.,我们通常步行去学校。
8199,Please keep it a secret.,请保密。
18793,It's very hot here in the summer.,这里夏天非常炎热。
19596,He doesn't seem to be an American.,他似乎不是美国人。
27006,"It may sound strange, but what she said is true.",听起来或许有点怪，但她说的是真的。
5366,It's hard to believe.,这让人难以置信。
17313,I can't bear this noise anymore.,我无法再忍受那噪音了。
22977,You don't have to wait until the end.,你没必要待到最后。
2895,I didn't feel bad.,我没觉得不好。
14122,You seem to be an honest man.,您看起来像个老实人。
1296,I kept singing.,我继续唱歌。
3642,I swim once a week.,我每周游一次泳。
25669,The kids are picking flowers in the garden.,孩子们正在花园里摘花。
27994,"Seen from the sky, the river looked like a huge snake.",从天上看下来，这条河像一条巨蛇。
28707,"By the year 2020, the population of our city will have doubled.",在2020年以前，我们的城市的人口将增加一倍。
28432,"According to my calculation, she should be in India by now.",根据我的估计，她现在应该在印度了。
8548,What're you laughing at?,你在笑什么呢？
21642,You're not supposed to be here now.,你现在不应该在这里。
5451,She has a pure heart.,她有一颗纯洁的心。
23544,Who is that woman holding the flowers?,那个拿着花的女人是谁？
10685,We aren't afraid of death.,我们不怕死。
15449,You can eat whatever you like.,你可以吃你喜欢的东西。
7866,How's the weather there?,那里的气候怎么样?
19127,There's an alley behind my house.,我家后面有条胡衕。
12867,Tom isn't going to be happy.,汤姆不会高兴。
14607,I played catch with my father.,我和我爸爸玩接球。
9797,All those things are true.,那些事都是真的。
11755,We've ordered Chinese food.,我们点了中餐。
13979,Turn the radio down a little.,把收音机的声音关小一点。
21342,There are a lot of parks in London.,伦敦有很多公园。
9738,Would you give me a hint?,你可以给我一个提示吗？
14385,His speech lasted three hours.,他的演讲持续了三个小时。
6474,This is too expensive.,这太贵了。
24272,I want you to not go to Boston with Tom.,我要你别和汤姆去波士顿。
8811,Excuse me for being late.,对不起，我迟到了。
492,I was alone.,我茕茕孑立，形影相吊。
11691,Tom studies French as well.,汤姆也学法语。
26115,Do you have your student identification card?,你有学生证吗？
1116,Tom didn't go.,汤姆没走。
5637,We have two children.,我们有两个孩子。
5085,He will be back soon.,他很快就会回来的。
1757,I like potatoes.,我喜欢土豆。
11486,She managed to drive a car.,她成功地开车了。
25124,I can't adjust myself to the climate here.,我不能适应这里的气候。
27757,Take your hat off when you enter a house of worship.,当你进入礼拜堂时，把你的帽子脱下来。
6353,She has been to Paris.,她去过巴黎。
22973,"Yesterday, the weather was very nice.",昨天天气非常好。
27795,You gain more than you spend when you go to college.,上大学的时候，你得到的比付出的还多。
29008,It's hard to believe that Tom wasn't aware that Mary was in love with him.,真难相信汤姆不知道玛丽爱他。
23941,The only thing I have now are memories.,我现在仅有的东西就是我的记忆了。
29129,I think Tom is going to be pretty mad when he finds out that the painting he bought is a fake.,我觉得当汤姆发现他买来的画是赝品的时候，他会很生气。
21625,You don't need to do it right away.,你没必要马上去做。
3644,I think he's happy.,我想他很快乐。
19167,This extension cord is too short.,这条延长线太短了。
14350,He thought of a good solution.,他想到了一个解决的好办法。
12001,Get up early in the morning.,早上要早起。
25046,You're taller than most of Tom's friends.,你比汤姆的多数朋友都高。
11185,I sat between Tom and John.,我坐在汤姆和约翰中间。
1696,Hi! How are you?,嗨！你好吗？
22069,She gave us some useful information.,她给了我们一些有用的讯息。
2295,I couldn't sleep.,我睡不着觉。
14794,"In my opinion, she is correct.",在我看来，她是正确的。
14696,I wish I were a little taller.,但愿我长高一点。
5939,He is always laughing.,他总是在笑。
24147,English has many loan words from French.,英语有很多法语外来词。
27665,You ought to let Tom know Mary is going to do that.,你该让汤姆知道玛丽要去做。
9968,He's much taller than you.,他比你高得多。
11033,His letter makes me uneasy.,他的来信让我不安。
3313,What're you after?,你想要什么？
21165,She is capable of teaching English.,她可以教英语。
14824,It is rude to laugh at others.,嘲笑别人是无礼的。
25197,It sounds like they're not going to leave.,听着好像他们不打算走。
9784,Your book is on the desk.,你的书在书桌上。
9915,He asked me two questions.,他问了我两个问题。
23989,This is the worst movie I've ever seen.,这是我看过的最差劲的电影了。
215,It's food.,它是食物。
23091,He turned over the matter in his mind.,他在心里反复思量这件事。
1072,She hated him.,她恨他。
8682,Are you coming next week?,你下周来吗？
27886,There's nothing more painful than losing one's child.,没有比失去孩子更让人悲伤的事。
19867,I saw a cat running after the dog.,我见一只猫追着狗跑。
7006,I slept only two hours.,我只睡了两小时。
21486,Tom took the hammer away from Mary.,汤姆从玛丽那里拿走了锤子。
13379,I found the book interesting.,我觉得这本书很有意思。
22983,You must pay attention to his advice.,你一定要注意他的建议。
20148,She made me wait for half an hour.,她让我等了半小时。
8652,You're everything to me.,你是我的一切。
22794,Their losses reached one million yen.,他们的损失到达了一百万日圆。
25417,A Persian cat was sleeping under the table.,波斯猫在桌子下面睡觉。
13705,Remember to mail this letter.,记得要去寄这封信。
15384,What subject do you like best?,你最喜欢哪一个科目?
25,Really?,你确定？
28817,What Tom really wanted was enough money to buy Mary some flowers.,汤姆真正想要的是有足够的钱给玛丽买一些花。
10601,Tom found a job in Boston.,汤姆在波士顿找了份工作。
7659,Can Tom buy that for us?,汤姆能给我们买吗？
13401,I have an umbrella in my car.,我的车里有伞。
5690,When does that start?,什么时候开始？
9744,You are absolutely right.,你完全正确。
27995,She covered the mouthpiece of the phone with her hand.,她用手捂住了电话的话筒。
27102,We want to be on the first bus tomorrow morning.,我们想乘明天早上第一班公交车。
23067,"Excuse me, where is the train station?",抱歉，火车站在哪里？
12721,The doctor may have said so.,医生也许这么说过。
